g,epsilon,t_event,h_center
0.001,0.5,11313.357230720625,1.0210032943622365
0.001,1,11043.737204590372,1.0149785721624107
0.001,2,10857.116317587432,1.0119987330289213
0.001071519305237606,0.5,10554.809428014538,1.0218861198519646
0.001071519305237606,1,10304.851472513988,1.01541556641159
0.001071519305237606,2,10131.552435040909,1.0122070737508007
0.0011481536214968829,0.5,9846.845466414836,1.0228309632577033
0.0011481536214968829,1,9615.322461042855,1.0158808398074486
0.0011481536214968829,2,9454.420882855306,1.0124427885398954
0.0012302687708123812,0.5,9186.145900914848,1.0238585069776318
0.0012302687708123812,1,8971.755816672905,1.0163785465951638
0.0012302687708123812,2,8822.503275327801,1.0126912139610882
0.0013182567385564075,0.5,8569.55378582224,1.02495940052075
0.0013182567385564075,1,8371.149584302655,1.0169152971670878
0.0013182567385564075,2,8232.737247473111,1.0129530740555466
0.001412537544622754,0.5,7994.170897193035,1.0261326682255474
0.001412537544622754,1,7810.638250068056,1.0174899660554804
0.001412537544622754,2,7682.372722811174,1.0132512839885632
0.0015135612484362087,0.5,7457.162367576967,1.0274094443311006
0.0015135612484362087,1,7287.568985930779,1.0180976604746266
0.0015135612484362087,2,7168.7185311826115,1.013544375007185
0.0016218100973589297,0.5,6956.056176205536,1.0287878634803742
0.0016218100973589297,1,6799.410289285144,1.0187740382428934
0.0016218100973589297,2,6689.34387735267,1.0138709617190127
0.0017378008287493763,0.5,6488.375228569604,1.030246833326949
0.0017378008287493763,1,6343.845420584709,1.0194853751096769
0.0017378008287493763,2,6241.954208077569,1.0142195764850959
0.0018620871366628676,0.5,6051.90709550798,1.0318533793154074
0.0018620871366628676,1,5918.6482849842805,1.020250394532142
0.0018620871366628676,2,5824.455342942566,1.014598715775517
0.001995262314968879,0.5,5644.640220777447,1.0335672260118045
0.001995262314968879,1,5521.878388694032,1.0210761840793556
0.001995262314968879,2,5434.802206003789,1.0149992065891325
0.0021379620895022326,0.5,5264.577806361971,1.0354407561876322
0.0021379620895022326,1,5151.594991751269,1.021959729184594
0.0021379620895022326,2,5071.18251005446,1.0154346336605582
0.0022908676527677724,0.5,4909.830429352033,1.0374378287458281
0.0022908676527677724,1,4805.9994368781345,1.0229188196535626
0.0022908676527677724,2,4731.795451649549,1.0159141211137301
0.002454708915685031,0.5,4578.823416140257,1.039638319899372
0.002454708915685031,1,4483.508381167615,1.0239369234235147
0.002454708915685031,2,4415.101118066257,1.0164000219420162
0.0026302679918953813,0.5,4269.98502999926,1.0419644646960697
0.0026302679918953813,1,4182.529137759131,1.0250500750810936
0.0026302679918953813,2,4119.539898755808,1.016940144284702
