g,t,width
0.5,0.09337683600000483,0.0
0.5,0.09417249492097061,0.0
0.5,0.0949681538419364,0.0
0.5,0.09655947168386797,0.0
0.5,0.09815078952579954,0.0
0.5,0.1023257677530431,0.0
0.5,0.10650074598028665,0.0
0.5,0.1106757242075302,0.0
0.5,0.11752898978156322,0.0
0.5,0.12438225535559623,0.0
0.5,0.13123552092962926,0.0
0.5,0.13808878650366227,0.0
0.5,0.14674549233590217,0.0
0.5,0.15540219816814207,0.0
0.5,0.16405890400038198,0.0
0.5,0.17271560983262188,0.0
0.5,0.18270476457481766,0.0
0.5,0.19269391931701343,0.0
0.5,0.2026830740592092,0.0
0.5,0.20432261262010082,0.0
0.5,0.20596215118099243,0.0
0.5,0.20760168974188403,0.0
0.5,0.21088076686366725,0.0
0.5,0.21415984398545046,0.0
0.5,0.22397443542319637,0.0
0.5,0.23378902686094227,0.0
0.5,0.25193725865036487,0.0
0.5,0.27008549043978747,0.0
0.5,0.28823372222921007,0.0
0.5,0.31821154725915335,0.0
0.5,0.34818937228909663,0.0
0.5,0.3781671973190399,3.709126403123477
0.5,0.4081450223489832,3.904343582235242
0.5,0.44934076834947323,3.904343582235242
0.5,0.49053651434996326,4.099560761346993
0.5,0.5317322603504533,4.099560761346993
0.5,0.6071031254531278,4.099560761346993
0.5,0.6824739905558024,4.294777940458758
0.5,0.7578448556584769,4.294777940458758
0.5,0.8332157207611515,4.294777940458758
0.5,0.9454880000401104,4.489995119570523
0.5,1.0577602793190692,4.489995119570523
0.5,1.1700325585980282,4.685212298682288
0.5,1.2823048378769872,4.685212298682288
0.5,1.4698267161761858,4.685212298682288
0.5,1.6573485944753843,4.880429477794053
0.5,1.8448704727745828,5.075646656905803
0.5,2.000598007925592,5.075646656905803
0.5,2.156325543076601,5.075646656905803
0.5,2.31205307822761,5.270863836017568
0.5,2.467780613378619,5.270863836017568
0.5,2.623508148529628,5.466081015129333
0.5,2.779235683680637,5.466081015129333
0.5,2.934963218831646,5.661298194241098
0.5,3.090690753982655,5.661298194241098
0.5,3.246418289133664,5.856515373352863
0.5,3.402145824284673,5.856515373352863
0.5,3.557873359435682,6.051732552464614
0.5,3.713600894586691,6.051732552464614
0.5,3.8693284297377,6.246949731576379
0.5,4.025055964888709,6.246949731576379
0.5,4.180783500039719,6.442166910688144
0.5,4.336511035190728,6.637384089799895
0.5,4.492238570341738,6.637384089799895
0.5,4.647966105492747,6.8326012689116595
0.5,4.803693640643757,6.8326012689116595
0.5,4.959421175794766,7.0278184480234245
0.5,5.086393680110403,7.0278184480234245
0.5,5.2133661844260395,7.223035627135189
0.5,5.340338688741676,7.223035627135189
0.5,5.467311193057313,7.418252806246954
0.5,5.5942836973729495,7.418252806246954
0.5,5.721256201688586,7.613469985358705
0.5,5.848228706004223,7.613469985358705
0.5,5.9752012103198595,7.80868716447047
0.5,6.102173714635496,7.80868716447047
0.5,6.229146218951133,8.003904343582235
0.5,6.332029957471633,8.003904343582235
0.5,6.434913695992133,8.003904343582235
0.5,6.537797434512633,8.199121522694
0.5,6.640681173033133,8.199121522694
0.5,6.743564911553634,8.394338701805765
0.5,6.846448650074134,8.394338701805765
0.5,6.949332388594634,8.394338701805765
0.5,7.052216127115134,8.589555880917516
0.5,7.155099865635634,8.589555880917516
0.5,7.257983604156134,8.78477306002928
0.5,7.3608673426766345,8.78477306002928
0.5,7.463751081197135,8.78477306002928
0.5,7.566634819717635,8.979990239141046
0.5,7.669518558238135,8.979990239141046
0.5,7.749701506238739,9.17520741825281
0.5,7.829884454239343,9.17520741825281
0.5,7.910067402239947,9.17520741825281
0.5,7.990250350240551,9.370424597364575
0.5,8.078571414412151,9.370424597364575
0.5,8.166892478583751,9.370424597364575
0.5,8.255213542755351,9.565641776476326
0.5,8.343534606926951,9.565641776476326
0.5,8.356734411326073,9.565641776476326
0.5,8.36618542967601,9.565641776476326
0.5,8.375636448025947,9.565641776476326
0.5,8.385087466375884,9.565641776476326
