g,epsilon,t_event,h_center
0.008317637711026709,2,1678.604276015879,1.0738147103070186
0.009120108393559097,0.5,1454.7183754452376,2.207346923432229
0.009120108393559097,1,1502.4971800927258,1.2132764444643183
0.009120108393559097,2,1526.3161266199643,1.0812777044772939
0.01,0.5,1314.500610084839,2.3117021470115073
0.01,1,1362.3982567188084,2.0024459267728636
0.01,2,1387.4874709366666,1.0897847430983343
0.01096478196143185,0.5,1187.776153493813,2.578827666091753
0.01096478196143185,1,1234.9201506374588,2.0304781641766616
0.01096478196143185,2,1260.9265999635252,1.0995632907999275
0.012022644346174132,0.5,1073.4503730699644,2.8116684556170113
0.012022644346174132,1,1118.6111742858159,2.050285925269292
0.012022644346174132,2,1145.5768582154087,1.11090646660332
0.013182567385564075,0.5,970.4588794839945,2.9086638865682657
0.013182567385564075,1,1012.4608808771934,2.073589391423165
0.013182567385564075,2,1040.4288116127616,1.124288277638759
0.014454397707459272,0.5,877.711290128583,2.97280656743045
0.014454397707459272,1,915.7641106569172,2.1034932650319993
0.014454397707459272,2,944.6185958890242,1.1404091725751475
0.015848931924611134,0.5,794.2357692828059,3.029322533609437
0.015848931924611134,1,827.8882827879406,2.1434591428338976
0.015848931924611134,2,857.3160885450601,1.1606952318793782
0.017378008287493755,0.5,719.1126737805874,3.0878328682828995
0.017378008287493755,1,748.1756278581937,2.202233515898141
0.017378008287493755,2,777.7856618611397,1.18934318846996
0.019054607179632473,0.5,651.5550131817741,3.1535316187029556
0.019054607179632473,1,675.9897665028687,2.335137198287466
0.019054607179632473,2,705.3531386026918,1.9945003716532128
0.020892961308540396,0.5,590.8019858872669,3.232747248537981
0.020892961308540396,1,610.7559270844578,2.784425686819791
0.020892961308540396,2,639.4924539844841,2.028372407194577
0.022908676527677734,0.5,536.1816627572471,3.328456213105292
0.022908676527677734,1,551.904833194397,2.9198164336569734
0.022908676527677734,2,579.4357459192681,2.0462403314526867
0.025118864315095808,0.5,487.0728975942705,3.4454041391243573
0.025118864315095808,1,498.8893628062684,2.983033748251269
0.025118864315095808,2,524.5886294544514,2.0677285621136683
0.02754228703338166,0.5,442.898109543683,3.5704018580441477
0.02754228703338166,1,451.13465484987444,3.032641425263993
0.02754228703338166,2,474.5852799455826,2.0952589891449844
0.03019951720402016,0.5,403.16304244138854,3.690884377271124
0.03019951720402016,1,408.1521875275966,3.085248207606454
0.03019951720402016,2,429.09575797856814,2.1322503318068033
0.03311311214825911,0.5,367.4007184237631,3.7942994841342896
0.03311311214825911,1,369.47510485283846,3.1461842567109866
0.03311311214825911,2,387.7994793233537,2.1862443227589927
0.03630780547701014,0.5,335.17642974419294,3.885669736299654
0.03630780547701014,1,334.68367740599547,3.2221667786362547
0.03630780547701014,2,350.3785703247881,2.3277650377204937
0.039810717055349734,0.5,306.1098824219959,3.9678034926337227
0.039810717055349734,1,303.4099784901854,3.3220322742870714
0.039810717055349734,2,316.5507798990939,2.8896636100605075
0.04365158322401661,0.5,279.8793743861539,4.046069750860317
0.04365158322401661,1,275.3011661698827,3.453742843867934
0.04365158322401661,2,286.04145375375646,2.9771703050179363
0.047863009232263824,0.5,256.14748419329715,4.1230949607693415
0.047863009232263824,1,250.03721749189384,3.6028319284245294
0.047863009232263824,2,258.5369309859948,3.022823380045784
0.05248074602497726,0.5,234.6451640314324,4.1988593495138975
0.05248074602497726,1,227.33718866811188,3.7330111052008323
0.05248074602497726,2,233.76563004270847,3.0664818364392046
0.057543993733715694,0.5,215.1192354095919,4.275409280268988
0.057543993733715694,1,206.92970426672642,3.835995700265981
0.057543993733715694,2,211.45962482323114,3.1182825547961674
0.06309573444801933,0.5,197.36723484498458,4.3524364813970555
0.06309573444801933,1,188.57906845348475,3.9247185397186932
0.06309573444801933,2,191.38823603577472,3.185017509105422
0.06918309709189366,0.5,181.18145224278982,4.4279034365012215
0.06918309709189366,1,172.0635511333901,4.007408710866391
0.06918309709189366,2,173.33563054022738,3.2785042537340443
0.0758577575029184,0.5,166.39871207105756,4.500937670650152
0.0758577575029184,1,157.17825824917026,4.088813647797332
0.0758577575029184,2,157.09947518684803,3.422222673801539
0.08317637711026708,0.5,152.87837363575693,4.569478905977247
0.08317637711026708,1,143.75682760782286,4.172307412121204
0.08317637711026708,2,142.51360213497784,3.6173915207135803
0.09120108393559097,0.5,140.48794988764092,4.632065825605983
0.09120108393559097,1,131.6268174423032,4.2575262148871795
0.09120108393559097,2,129.41316419968808,3.769579076385446
0.1,0.5,129.09116628851007,4.686581958256687
0.1,1,120.65270977138515,4.345319667733407
0.1,2,117.64716108272303,3.867815018659206
