g,time,width
0.01,333.7700949970639,22.16796875
0.01,334.94189974345926,22.36328125
0.01,336.1137044898546,22.36328125
0.01,337.28550923625,22.36328125
0.01,338.45731398264536,22.55859375
0.01,339.6291187290407,22.55859375
0.01,340.8009234754361,22.75390625
0.01,341.97272822183146,22.75390625
0.01,343.1445329682268,22.75390625
0.01,344.3163377146222,22.94921875
0.01,345.48814246101756,22.94921875
0.01,346.6599472074129,22.94921875
0.01,347.8317519538083,23.14453125
0.01,349.00355670020366,23.14453125
0.01,350.3075597342143,23.33984375
0.01,351.6115627682249,23.33984375
0.01,352.91556580223556,23.33984375
0.01,354.2195688362462,23.53515625
0.01,355.52357187025683,23.53515625
0.01,356.82757490426746,23.73046875
0.01,358.1315779382781,23.73046875
0.01,359.43558097228873,23.92578125
0.01,360.73958400629937,23.92578125
0.01,362.04358704031,23.92578125
0.01,363.34759007432064,24.12109375
0.01,364.65159310833127,24.12109375
0.01,365.9555961423419,24.31640625
0.01,367.25959917635254,24.31640625
0.01,368.3139395782178,24.51171875
0.01,369.36827998008306,24.51171875
0.01,370.4226203819483,24.51171875
0.01,371.4769607838136,24.70703125
0.01,372.65082785747876,24.70703125
0.01,373.82469493114394,24.70703125
0.01,374.9985620048091,24.90234375
0.01,376.1724290784743,24.90234375
0.01,377.3462961521395,25.09765625
0.01,378.52016322580465,25.09765625
0.01,379.69403029946983,25.09765625
0.01,380.867897373135,25.29296875
0.01,382.0417644468002,25.29296875
0.01,383.21563152046537,25.48828125
0.01,384.5328508080353,25.48828125
0.01,385.8500700956052,25.48828125
0.01,387.1672893831751,25.68359375
0.01,388.484508670745,25.68359375
0.01,389.8017279583149,25.87890625
0.01,391.11894724588484,25.87890625
0.01,392.43616653345475,26.07421875
0.01,393.75338582102466,26.07421875
0.01,395.0706051085946,26.26953125
0.01,396.3878243961645,26.26953125
0.01,397.7050436837344,26.46484375
0.01,399.0222629713043,26.46484375
0.01,400.3394822588742,26.46484375
0.01,401.65670154644414,26.66015625
0.01,402.97392083401405,26.66015625
0.01,404.29114012158396,26.85546875
0.01,405.6083594091539,26.85546875
0.01,406.9255786967238,27.05078125
0.01,408.2427979842937,27.05078125
0.01,409.5600172718636,27.24609375
0.01,410.8772365594335,27.24609375
0.01,412.19445584700344,27.44140625
0.01,413.51167513457335,27.44140625
0.01,414.82889442214326,27.44140625
0.01,416.1461137097132,27.63671875
0.01,417.4633329972831,27.63671875
0.01,418.780552284853,27.83203125
0.01,420.0977715724229,27.83203125
0.01,421.4149908599928,28.02734375
0.01,422.73221014756274,28.02734375
0.01,424.04942943513265,28.22265625
0.01,425.36664872270256,28.22265625
0.01,426.6838680102725,28.41796875
0.01,428.0010872978424,28.41796875
0.01,429.3183065854123,28.61328125
0.01,430.6355258729822,28.61328125
0.01,431.9527451605521,28.61328125
0.01,433.26996444812204,28.80859375
0.01,434.58718373569195,28.80859375
0.01,435.90440302326186,29.00390625
0.01,437.2216223108318,29.00390625
0.01,438.5388415984017,29.19921875
0.01,439.8560608859716,29.19921875
0.01,441.1732801735415,29.39453125
0.01,442.4904994611114,29.39453125
0.01,443.80771874868134,29.58984375
0.01,445.12493803625125,29.58984375
0.01,446.44215732382116,29.78515625
0.01,447.7593766113911,29.78515625
0.01,449.076595898961,29.98046875
0.01,450.3938151865309,29.98046875
0.01,451.7110344741008,29.98046875
0.01,453.0282537616707,30.17578125
0.01,454.34547304924064,30.17578125
0.01,455.66269233681055,30.37109375
0.01,456.97991162438046,30.37109375
0.01,458.2971309119504,30.56640625
0.01,459.6143501995203,30.56640625
0.01,460.9315694870902,30.76171875
0.01,462.2487887746601,30.76171875
0.01,463.56600806223,30.95703125
0.01,464.88322734979994,30.95703125
0.01,466.20044663736985,31.15234375
0.01,467.51766592493976,31.15234375
0.01,468.8348852125097,31.34765625
0.01,470.1521045000796,31.34765625
0.01,471.4693237876495,31.54296875
0.01,472.7865430752194,31.54296875
0.01,474.1037623627893,31.73828125
0.01,475.42098165035924,31.73828125
0.01,476.73820093792915,31.93359375
0.01,478.05542022549906,31.93359375
0.01,479.372639513069,32.12890625
0.01,480.6898588006389,32.12890625
0.01,482.0070780882088,32.32421875
0.01,483.3242973757787,32.32421875
0.01,484.6415166633486,32.32421875
0.01,485.95873595091854,32.51953125
0.01,487.27595523848845,32.51953125
0.01,488.59317452605836,32.71484375
0.01,489.9103938136283,32.71484375
0.01,491.2276131011982,32.91015625
0.01,492.5448323887681,32.91015625
0.01,493.862051676338,33.10546875
0.01,495.1792709639079,33.10546875
0.01,496.49649025147784,33.30078125
0.01,497.81370953904775,33.30078125
0.01,499.13092882661766,33.49609375
0.01,500.4481481141876,33.49609375
0.01,501.7653674017575,33.69140625
0.01,503.0825866893274,33.69140625
0.01,504.3998059768973,33.88671875
0.01,505.7170252644672,33.88671875
0.01,507.03424455203714,34.08203125
0.01,508.35146383960705,34.08203125
0.01,509.66868312717696,34.27734375
0.01,510.9859024147469,34.27734375
0.01,512.3031217023168,34.47265625
0.01,513.6203409898868,34.47265625
0.01,514.9375602774568,34.66796875
0.01,516.2547795650268,34.66796875
0.01,517.5719988525967,34.86328125
0.01,518.8892181401667,34.86328125
0.01,520.2064374277367,35.05859375
0.01,521.2868372527984,35.05859375
0.01,522.3672370778601,35.25390625
0.01,523.4476369029218,35.25390625
0.01,524.5280367279835,35.44921875
0.01,525.6084365530452,35.44921875
0.01,526.6888363781069,35.44921875
0.01,527.7692362031686,35.64453125
0.01,528.9897053075262,35.64453125
0.01,530.2101744118837,35.83984375
0.01,531.4306435162413,35.83984375
0.01,532.6511126205988,36.03515625
0.01,533.8715817249564,36.03515625
0.01,535.092050829314,36.23046875
0.01,536.3125199336715,36.23046875
0.01,537.5329890380291,36.42578125
0.01,538.7534581423866,36.42578125
0.01,539.9739272467442,36.42578125
0.01,541.1943963511018,36.62109375
0.01,542.4148654554593,36.62109375
0.01,543.6353345598169,36.81640625
0.01,544.8558036641745,36.81640625
0.01,546.076272768532,37.01171875
0.01,547.2967418728896,37.01171875
0.01,548.5172109772471,37.20703125
0.01,549.7376800816047,37.20703125
0.01,550.9581491859623,37.40234375
0.01,552.1786182903198,37.40234375
0.01,553.3990873946774,37.59765625
0.01,554.619556499035,37.59765625
0.01,555.8400256033925,37.79296875
0.01,557.0604947077501,37.79296875
0.01,558.2809638121076,37.98828125
